Name,Type,Breed,Color,Sex,Size,Date Of Birth,,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
*POPCORN,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,06/01/2014,1648,K14-009998,CA02,A309463,07/26/2014,08/23/2014,28,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
FLASHY,CAT,DOMESTIC LH,CALICO,Spayed,SMALL,06/02/2014,1647,K16-020048,WESTFARM,A337894,07/30/2016,08/02/2016,3,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
FLASHY,CAT,DOMESTIC LH,CALICO,Spayed,SMALL,06/02/2014,1647,K16-019120,CS05,A337894,06/02/2016,07/23/2016,51,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*JOEY,CAT,DOMESTIC MH,BLACK,Neutered,KITTN,06/03/2014,1646,K14-010436,WESTFARM,A310537,08/22/2014,09/02/2014,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*JOLEEN,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,06/03/2014,1646,K14-010437,WESTFARM,A310538,08/22/2014,09/05/2014,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*SMUDGE,CAT,DOMESTIC SH,WHITE/BLACK,Spayed,SMALL,06/03/2014,1646,K15-013323,WESTFARM,A319415,03/26/2015,04/07/2015,12,STRAY,COMM CAT,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*STEVIE,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,06/05/2014,1644,K14-010646,DEBBIES,A311248,09/05/2014,09/26/2014,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*JOE,CAT,DOMESTIC LH,BLACK,Neutered,KITTN,06/06/2014,1643,K14-010653,LOBBY,A311272,09/06/2014,09/10/2014,4,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*INDIE,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,06/06/2014,1643,K14-010656,49ERPET,A311275,09/06/2014,10/04/2014,28,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
*LEXIE,CAT,SIAMESE/MIX,LYNX PT,Spayed,SMALL,06/07/2014,1642,K16-018840,CS04,A337042,05/13/2016,06/15/2016,33,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95409,"95409(38.458965, -122.630156)",1
*ASTEROID,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,06/09/2014,1640,K14-011170,CA02,A312592,10/09/2014,11/19/2014,41,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*GINGER,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,06/09/2014,1640,K14-009941,DEBBIES,A309324,07/24/2014,08/25/2014,32,STRAY,OVER THE COUNTER,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*PARSLEY,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,06/10/2014,1639,K14-010731,CA02,A311426,09/10/2014,09/26/2014,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*AVA,CAT,DOMESTIC SH,WHITE/BLACK,Spayed,KITTN,06/10/2014,1639,K14-009340,CA02,A308051,06/17/2014,08/13/2014,57,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*NUTMEG,CAT,DOMESTIC MH,BLK SMOKE,Spayed,KITTN,06/10/2014,1639,K14-011180,CA02,A311427,10/09/2014,10/14/2014,5,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*ROHNERT PARK,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*MARJORAM,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,06/10/2014,1639,K14-010733,CA02,A311428,09/10/2014,09/27/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,COUNTY,95446,"95446(38.510032, -122.996796)",1
*TURMERIC,CAT,DOMESTIC MH,BLACK,Neutered,KITTN,06/10/2014,1639,K14-010734,CA02,A311429,09/10/2014,09/27/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,COUNTY,95446,"95446(38.510032, -122.996796)",1
*NUTMEG,CAT,DOMESTIC MH,BLK SMOKE,Spayed,KITTN,06/10/2014,1639,K14-010732,CI01,A311427,09/10/2014,10/07/2014,27,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*OREGANO,CAT,DOMESTIC MH,BRN TABBY,Neutered,KITTN,06/10/2014,1639,K14-010730,CA02,A311425,09/10/2014,09/24/2014,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,OUT OF COUNTY,90027,"90027(34.121686, -118.29056)",1
VELO,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,06/10/2014,1639,K14-009740,LOBBY,A308926,07/10/2014,08/08/2014,29,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*ARTHUR,CAT,DOMESTIC LH/SIAMESE,FLAME PT,Neutered,KITTN,06/11/2014,1638,K14-009762,LOBBY,A308964,07/11/2014,08/15/2014,35,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.236012, -122.730241)",1
*CHARLIE,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,06/11/2014,1638,K14-012032,LOBBY,A314778,12/10/2014,12/19/2014,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*ALLY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,06/11/2014,1638,K14-009761,LOBBY,A308963,07/11/2014,08/12/2014,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
*ANGUS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,06/11/2014,1638,K14-009763,LOBBY,A308965,07/11/2014,08/14/2014,34,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
*LINUS,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,06/11/2014,1638,K14-012033,LOBBY,A314779,12/10/2014,12/23/2014,13,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*NAPOLEON,CAT,DOMESTIC MH,GRAY,Neutered,SMALL,06/13/2014,1636,K14-010259,CA02,A310105,08/13/2014,08/21/2014,8,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*SHILOH,CAT,DOMESTIC MH,BLACK,Neutered,SMALL,06/15/2014,1634,K15-012711,WESTFARM,A316536,02/05/2015,03/26/2015,49,STRAY,VET_HOSP,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,COUNTY,COUNTY,94931,"94931(38.325442, -122.71081)",1
*STRATHEE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,06/15/2014,1634,K14-010571,DEBBIES,A311005,09/02/2014,09/26/2014,24,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*DEB,CAT,DOMESTIC SH,TORTIE/BRN TABBY,Spayed,KITTN,06/15/2014,1634,K14-010569,LOBBY,A311002,09/02/2014,09/06/2014,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1
*GINA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,06/15/2014,1634,K14-010570,LOBBY,A311004,09/02/2014,09/06/2014,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
JACK SPARROW,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,06/17/2014,1632,K14-011321,WESTFARM,A312829,10/17/2014,11/08/2014,22,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
TOMMY,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,06/18/2014,1631,K14-010378,LOBBY,A310357,08/19/2014,09/05/2014,17,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*SHELLIE,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,KITTN,06/18/2014,1631,K14-009611,CA02,A308698,07/02/2014,09/13/2014,73,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
TOMMY,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,06/18/2014,1631,K14-010660,LOBBY,A310357,09/06/2014,09/06/2014,0,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
FRATELLO,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,06/19/2014,1630,K14-010370,CA02,A310337,08/19/2014,09/13/2014,25,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*SAL,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,06/19/2014,1630,K14-010371,CA02,A310338,08/19/2014,09/12/2014,24,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95441,"95441(38.729916, -122.883041)",1
*DYLAN,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,06/19/2014,1630,K14-010369,CA02,A310336,08/19/2014,09/09/2014,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
*MIKE,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,06/19/2014,1630,K14-010368,CA02,A310335,08/19/2014,09/04/2014,16,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,COUNTY,95465,"95465(38.406591, -123.001365)",1
BUDDY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,06/19/2014,1630,K18-028614,CA02,A373972,06/12/2018,06/19/2018,7,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,*COTATI,COUNTY,95403,"95403(38.486997, -122.749134)",1
*MAYA,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,06/20/2014,1629,K14-010203,LOBBY,A310000,08/09/2014,11/12/2014,95,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
LOLLY,CAT,DOMESTIC SH,TORTIE/WHITE,Spayed,SMALL,06/20/2014,1629,K15-014268,CS04,A322617,06/03/2015,07/01/2015,28,STRAY,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,92310,"92310(35.370028, -116.646298)",1
*WENDY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,06/22/2014,1627,K14-009759,LOBBY,A308961,07/11/2014,08/30/2014,50,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
KIKI,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,06/22/2014,1627,K14-009760,LOBBY,A308962,07/11/2014,09/02/2014,53,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95467,"95467(38.803087, -122.548842)",1
*DIVA,CAT,BURMESE,BROWN,Spayed,SMALL,06/24/2014,1625,K15-013614,CS04,A320841,04/17/2015,05/20/2015,33,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*HOBBS,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,06/26/2014,1623,K14-011792,LOBBY,A314086,11/20/2014,12/02/2014,12,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
*CALVIN,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,06/26/2014,1623,K14-011793,LOBBY,A314087,11/20/2014,11/29/2014,9,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95462,"95462(38.468829, -123.018829)",1
*HALLIE,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,06/26/2014,1623,K14-010655,49ERPET,A311274,09/06/2014,10/05/2014,29,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*COTATI,94931,"94931(38.325442, -122.71081)",1
COONTER,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,06/27/2014,1622,K14-010267,CA02,A310115,08/13/2014,09/30/2014,48,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
OLIVET,CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,06/29/2014,1620,K17-024174,CA02,A354568,06/29/2017,08/29/2017,61,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*ADALYNN,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,06/30/2014,1619,K14-010607,LOBBY,A311116,09/03/2014,11/01/2014,59,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*ZANDER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,06/30/2014,1619,K14-010606,LOBBY,A311115,09/03/2014,11/26/2014,84,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*GOBLIN,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,06/30/2014,1619,K14-010297,LOBBY,A310193,08/15/2014,09/18/2014,34,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*WILLIE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,06/30/2014,1619,K14-010608,CA02,A311117,09/03/2014,12/13/2014,101,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
OLLIE,CAT,SIAMESE/MIX,BLUE PT,Spayed,SMALL,06/30/2014,1619,K16-017551,CS05,A331467,01/23/2016,01/27/2016,4,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
OLLIE,CAT,SIAMESE/MIX,BLUE PT,Spayed,SMALL,06/30/2014,1619,K15-017291,CS04,A331467,12/30/2015,01/09/2016,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
BELLA,CAT,DOMESTIC SH,BLK TABBY/GRAY,Spayed,KITTN,07/01/2014,1618,K14-011089,CA02,A312407,10/02/2014,10/31/2014,29,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
*SADIE,CAT,DOMESTIC MH,BLACK,Spayed,KITTN,07/04/2014,1615,K14-011504,CA02,A313156,10/28/2014,11/12/2014,15,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*KING FUZZY,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,07/04/2014,1615,K14-010622,LOBBY,A311177,09/04/2014,09/10/2014,6,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
*KING WUZZY,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,07/04/2014,1615,K14-010623,DEBBIES,A311178,09/04/2014,09/21/2014,17,STRAY,COMM CAT,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
SIMBA,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,07/05/2014,1614,K14-011428,CA02,A313029,10/23/2014,12/12/2014,50,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*FROSTY,CAT,SIAMESE,LYNX PT,Spayed,KITTN,07/05/2014,1614,K14-010104,LOBBY,A309714,08/04/2014,09/12/2014,39,TRANSFER,VET_HOSP,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
BOOTY,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,07/05/2014,1614,K17-024230,CA02,A354670,07/05/2017,07/18/2017,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
TOOTIE,CAT,DOMESTIC SH,TORTIE/WHITE,Spayed,SMALL,07/05/2014,1614,K17-024231,CA02,A354671,07/05/2017,07/18/2017,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
TANNER,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,07/05/2014,1614,K14-011429,LOBBY,A313030,10/23/2014,12/23/2014,61,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
JAX,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,07/06/2014,1613,K14-011081,CA03,A312397,10/02/2014,10/08/2014,6,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*PETUNIA,CAT,DOMESTIC SH,SLVR TABBY,Spayed,KITTN,07/06/2014,1613,K14-011086,49ERPET,A312402,10/02/2014,10/14/2014,12,TRANSFER,MUN_SHELT,ADOPTION,49ER PET,HEALTHY,HEALTHY,OUT OF COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
*GARTH,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,07/06/2014,1613,K14-011087,49ERPET,A312403,10/02/2014,10/12/2014,10,TRANSFER,MUN_SHELT,ADOPTION,49ER PET,HEALTHY,HEALTHY,OUT OF COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*ROSE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,07/06/2014,1613,K14-011083,WESTFARM,A312399,10/02/2014,10/14/2014,12,TRANSFER,MUN_SHELT,ADOPTION,WESTFARM,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*DAFFODIL,CAT,DOMESTIC SH,SLVR TABBY,Spayed,KITTN,07/06/2014,1613,K14-011084,WESTFARM,A312400,10/02/2014,10/14/2014,12,TRANSFER,MUN_SHELT,ADOPTION,WESTFARM,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*LILAC,CAT,DOMESTIC SH,SLVR TABBY,Spayed,KITTN,07/06/2014,1613,K14-011085,CA02,A312401,10/02/2014,10/11/2014,9,TRANSFER,MUN_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,OUT OF COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*PRIMROSE,CAT,DOMESTIC MH,WHITE/BUFF,Spayed,KITTN,07/06/2014,1613,K14-011088,CA03,A312406,10/02/2014,10/09/2014,7,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,OUT OF COUNTY,95458,"95458(39.074472, -122.78264)",1
*WAYLON,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,07/06/2014,1613,K14-011093,CA02,A312411,10/02/2014,11/19/2014,48,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*MERLE,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/06/2014,1613,K14-011082,CA02,A312398,10/02/2014,11/21/2014,50,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*IRIS,CAT,DOMESTIC SH,BUFF,Spayed,KITTN,07/08/2014,1611,K14-011435,CA02,A313038,10/23/2014,11/06/2014,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*LUNA,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,07/09/2014,1610,K14-011168,CA02,A312590,10/09/2014,10/18/2014,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
MAX VONSTACH,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,07/09/2014,1610,K14-011169,CA02,A312591,10/09/2014,10/15/2014,6,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*MARTHA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,07/11/2014,1608,K17-024141,CA02,A354498,06/27/2017,08/08/2017,42,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
*MILO,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,07/11/2014,1608,K14-010199,49ERPET,A309996,08/09/2014,09/24/2014,46,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
*CANDY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,07/11/2014,1608,K14-010200,49ERPET,A309997,08/09/2014,10/03/2014,55,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*STEVIE,CAT,DOMESTIC SH,LYNX PT,Neutered,KITTN,07/11/2014,1608,K14-010753,CA02,A311498,09/11/2014,09/13/2014,2,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
JOHN,CAT,SIAMESE,FLAME PT,Neutered,SMALL,07/11/2014,1608,K17-024350,CA02,A354891,07/11/2017,08/03/2017,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*MINDY,CAT,DOMESTIC SH,BLUE CREAM,Spayed,KITTN,07/11/2014,1608,K14-010202,49ERPET,A309999,08/09/2014,10/06/2014,58,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*BUFFY,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,07/11/2014,1608,K14-010198,49ERPET,A309995,08/09/2014,09/26/2014,48,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*TIGER,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/11/2014,1608,K14-010201,49ERPET,A309998,08/09/2014,10/17/2014,69,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
